locationid,TypesofArt,Amount,site,room,publicaccess,description,unitposition,objectid,title_x,displaydate_x,creditline_x,classification_x,iiifthumburl,constituentid,displayorder,role,visualbrowsernationality,forwarddisplayname,visualbrowsernationality.1,title_y,beginyear,medium,creditline_y,classification_y
8448,painting,1,West Building,M-050,1,West Main Floor Gallery 50,S,72869,Banquet Piece with Mince Pie,1635,Patrons' Permanent Fund,Painting,"https://api.nga.gov/iiif/0331bb3f-90d2-4fe8-a079-57315ac929a6/full/!200,200/0/default.jpg",32,1,artist,Dutch,Willem Claesz Heda,Dutch,Banquet Piece with Mince Pie,1635,oil on canvas,Patrons' Permanent Fund,Painting
8448,painting,1,West Building,M-050,1,West Main Floor Gallery 50,S,96655,Still Life with Flowers and Fruit,c. 1715,Patrons' Permanent Fund and Gift of Philip and Lizanne Cunningham,Painting,"https://api.nga.gov/iiif/35db881d-fdfe-416d-bb2c-68907ec39b34/full/!200,200/0/default.jpg",1409,1,painter,Dutch,Jan van Huysum,Dutch,Still Life with Flowers and Fruit,1715,oil on panel,Patrons' Permanent Fund and Gift of Philip and Lizanne Cunningham,Painting
8449,painting,1,West Building,M-050,1,West Main Floor Gallery 50,W,64,The Intruder,c. 1660,Andrew W. Mellon Collection,Painting,"https://api.nga.gov/iiif/2e7f0bed-7aa2-4170-be84-1417625ea010/full/!200,200/0/default.jpg",1717,1,artist,Dutch,Gabriel Metsu,Dutch,The Intruder,1660,oil on panel,Andrew W. Mellon Collection,Painting
8449,painting,1,West Building,M-050,1,West Main Floor Gallery 50,W,195366,Ascagnes and Lucelle (The Music Lesson),1667,Corcoran Collection (William A. Clark Collection),Painting,"https://api.nga.gov/iiif/5d3dddf6-7279-421b-9e91-75e13ff15be8/full/!200,200/0/default.jpg",1901,1,painter,Dutch,Jan Steen,Dutch,Ascagnes and Lucelle (The Music Lesson),1667,oil on canvas,Corcoran Collection (William A. Clark Collection),Painting
8449,painting,1,West Building,M-050,1,West Main Floor Gallery 50,W,65,The Suitor's Visit,c. 1658,Andrew W. Mellon Collection,Painting,"https://api.nga.gov/iiif/ffefb1ed-2abf-4121-8476-64c9802667be/full/!200,200/0/default.jpg",983,1,painter,Dutch,Gerard ter Borch the Younger,Dutch,The Suitor's Visit,1658,oil on canvas,Andrew W. Mellon Collection,Painting
8451,painting,1,West Building,M-050-A,1,West Main Floor Gallery 50 A,E,225441,Moses ter Borch Holding a Kolf Stick,c. 1655,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/b6d62233-7f75-41db-b594-7c29df061d81/full/!200,200/0/default.jpg",28132,1,artist,Dutch,Gesina ter Borch,Dutch,Moses ter Borch Holding a Kolf Stick,1655,oil on panel,The Lee and Juliet Folger Fund,Painting
8451,painting,1,West Building,M-050-A,1,West Main Floor Gallery 50 A,E,160960,Young Woman in an Interior,c. 1660,Gift of June deH. and Henry H. Weldon,Painting,"https://api.nga.gov/iiif/cec223de-bf79-46d6-acb0-73fb36c34920/full/!200,200/0/default.jpg",30232,1,artist,Dutch,Jacobus Vrel,Dutch,Young Woman in an Interior,1660,oil on panel,Gift of June deH. and Henry H. Weldon,Painting
8451,painting,1,West Building,M-050-A,1,West Main Floor Gallery 50 A,E,1172,The Bedroom,1658/1660,Widener Collection,Painting,"https://api.nga.gov/iiif/b75ae2ae-7836-4a96-8863-9f2e1e4eea21/full/!200,200/0/default.jpg",1403,1,artist,Dutch,Pieter de Hooch,Dutch,The Bedroom,1658,oil on canvas,Widener Collection,Painting
8452,painting,1,West Building,M-050-A,1,West Main Floor Gallery 50 A,N,142346,Young Boy in Profile,c. 1630,Gift of Mrs. Thomas M. Evans,Painting,"https://api.nga.gov/iiif/763061b5-6de0-4715-ac31-eb7c996ef173/full/!200,200/0/default.jpg",1485,1,painter,Dutch,Judith Leyster,Dutch,Young Boy in Profile,1625,oil on panel,Gift of Mrs. Thomas M. Evans,Painting
8452,painting,1,West Building,M-050-A,1,West Main Floor Gallery 50 A,N,217102,Still Life with Flowers Surrounded by Insects and a Snail,c. 1610,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/27f9e698-03e7-4502-87dc-dfe5f3cf7619/full/!200,200/0/default.jpg",49610,1,painter,Flemish,Clara Peeters,Flemish,Still Life with Flowers Surrounded by Insects and a Snail,1610,oil on copper,The Lee and Juliet Folger Fund,Painting
8453,painting,1,West Building,M-050-A,1,West Main Floor Gallery 50 A,S,123073,Anna Maria van Schurman,1657,Gift of Joseph F. McCrindle,Painting,"https://api.nga.gov/iiif/cb0c8c97-5ad3-402f-8ac5-89b7800c2f72/full/!200,200/0/default.jpg",26319,1,painter,English,Cornelis Jonson van Ceulen,English,Anna Maria van Schurman,1657,oil on panel,Gift of Joseph F. McCrindle,Painting
8453,painting,1,West Building,M-050-A,1,West Main Floor Gallery 50 A,S,163917,"A Woman Feeding a Parrot, with a Page",1666,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/afcc1f6a-36b1-4b72-b2b0-79ce616547ee/full/!200,200/0/default.jpg",5999,1,artist,Dutch,Caspar Netscher,Dutch,"A Woman Feeding a Parrot, with a Page",1666,oil on panel,The Lee and Juliet Folger Fund,Painting
8453,painting,1,West Building,M-050-A,1,West Main Floor Gallery 50 A,S,202761,A Nurse and a Child in an Elegant Foyer,1663,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/d32b8743-f62b-457b-ae42-aa6794cff8fd/full/!200,200/0/default.jpg",30118,1,artist,Dutch,Jacob Ochtervelt,Dutch,A Nurse and a Child in an Elegant Foyer,1663,oil on canvas,The Lee and Juliet Folger Fund,Painting
8454,painting,1,West Building,M-050-A,1,West Main Floor Gallery 50 A,W,131415,Saying Grace,c. 1650/1655,Corcoran Collection (William A. Clark Collection),Painting,"https://api.nga.gov/iiif/59ccdb07-4dd0-4c99-8742-6cf564e140e2/full/!200,200/0/default.jpg",5998,1,painter,Dutch,Frans van Mieris,Dutch,Saying Grace,1650,oil on panel,Corcoran Collection (William A. Clark Collection),Painting
8456,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,E,91389,"Dishes with Oysters, Fruit, and Wine",c. 1620/1625,Patrons' Permanent Fund,Painting,"https://api.nga.gov/iiif/d345149c-3d2d-4ffa-84ce-1c9f788244fc/full/!200,200/0/default.jpg",15089,1,painter,Flemish,Osias Beert the Elder,Flemish,"Dishes with Oysters, Fruit, and Wine",1620,oil on panel,Patrons' Permanent Fund,Painting
8456,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,E,214374,An English Warship Firing a Salute,1673,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/9ff9bdd7-99fb-4997-a1b6-6a25e1dc7efa/full/!200,200/0/default.jpg",2790,1,painter,Dutch,Willem van de Velde the Younger,Dutch,An English Warship Firing a Salute,1673,oil on canvas,The Lee and Juliet Folger Fund,Painting
8456,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,E,222287,"Still Life with a Hanging Bunch of Grapes, Two Medlars, and a Butterfly",1687,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/7c01057f-aa27-40ce-b58f-e2150e6f7500/full/!200,200/0/default.jpg",23037,1,painter,Dutch,Adriaen Coorte,Dutch,"Still Life with a Hanging Bunch of Grapes, Two Medlars, and a Butterfly",1687,oil on canvas,The Lee and Juliet Folger Fund,Painting
8456,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,E,102631,Estuary at Day's End,c. 1640/1645,Patrons’ Permanent Fund and The Lee and Juliet Folger Fund in memory of Kathrine Dulin Folger,Painting,"https://api.nga.gov/iiif/7b291c7b-c0ab-4e88-af6c-31a821a3f8cc/full/!200,200/0/default.jpg",6616,1,painter,Dutch,Simon de Vlieger,Dutch,Estuary at Day's End,1640,oil on panel,Patrons’ Permanent Fund and The Lee and Juliet Folger Fund in memory of Kathrine Dulin Folger,Painting
8456,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,E,119295,Still Life with Fruit,1675,Juliet and Lee Folger/The Folger Fund,Painting,"https://api.nga.gov/iiif/dc12c502-5644-4e73-974e-2ca8ab8ea8fc/full/!200,200/0/default.jpg",25759,1,painter,Dutch,Jacob van Walscapelle,Dutch,Still Life with Fruit,1675,oil on panel,Juliet and Lee Folger/The Folger Fund,Painting
8456,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,E,125313,Still Life with Asparagus and Red Currants,1696,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/5493a8b8-20b6-480e-920d-48126b5f9881/full/!200,200/0/default.jpg",23037,1,artist,Dutch,Adriaen Coorte,Dutch,Still Life with Asparagus and Red Currants,1696,oil on canvas,The Lee and Juliet Folger Fund,Painting
8457,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,N,111124,River Landscape,1607,Patrons' Permanent Fund and Nell and Robert Weidenhammer Fund,Painting,"https://api.nga.gov/iiif/0ef454d7-7988-4044-81e3-38daf8dbf70e/full/!200,200/0/default.jpg",3626,1,painter,Flemish,Jan Brueghel the Elder,Flemish,River Landscape,1607,oil on copper,Patrons' Permanent Fund and Nell and Robert Weidenhammer Fund,Painting
8457,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,N,208068,Imaginary River Landscape,1670,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/c06ddeed-8689-41ef-a927-faa88f873cc3/full/!200,200/0/default.jpg",5428,1,painter,Dutch,Herman Saftleven,Dutch,Imaginary River Landscape,1670,oil on panel,The Lee and Juliet Folger Fund,Painting
8458,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,S,158097,Portrait of a Gentleman Wearing a Fancy Ruff,1627,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/37137e08-b7f8-4dd4-961a-624495e5254b/full/!200,200/0/default.jpg",6017,1,painter,Dutch,Thomas de Keyser,Dutch,Portrait of a Gentleman Wearing a Fancy Ruff,1627,oil on copper,The Lee and Juliet Folger Fund,Painting
8458,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,S,131947,Woman Weaving a Crown of Flowers,c. 1675/1680,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/f2fc7310-79cc-4ece-98f5-051349034b9e/full/!200,200/0/default.jpg",25817,1,painter,Dutch,Godefridus Schalcken,Dutch,Woman Weaving a Crown of Flowers,1675,oil on panel,The Lee and Juliet Folger Fund,Painting
8459,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,W,76207,Basket of Fruits,c. 1622,Collection of Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/6b98db43-3aba-41b0-9b4a-a13ec1cfaf14/full/!200,200/0/default.jpg",9893,1,painter,Dutch,Balthasar van der Ast,Dutch,Basket of Fruits,1622,oil on panel,Collection of Mrs. Paul Mellon,Painting
8459,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,W,76208,Basket of Flowers,c. 1622,Collection of Mrs. Paul Mellon,Painting,"https://api.nga.gov/iiif/7bcebb1e-489c-4b9a-8773-9cd2bfec09e4/full/!200,200/0/default.jpg",9893,1,painter,Dutch,Balthasar van der Ast,Dutch,Basket of Flowers,1622,oil on panel,Collection of Mrs. Paul Mellon,Painting
8459,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,W,90155,Dutch Ships near the Coast,early 1650s,Gift of Lloyd M. Rives,Painting,"https://api.nga.gov/iiif/8ec0ceca-dfcb-4771-affe-37be1dc3d99d/full/!200,200/0/default.jpg",14063,1,painter,Dutch,Willem van de Velde the Elder,Dutch,Dutch Ships near the Coast,1650,oil and ink on panel,Gift of Lloyd M. Rives,Painting
8459,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,W,221200,Merry Company on a Terrace,1625,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/aa33172d-31cf-4990-a25a-9c77b6cecbe3/full/!200,200/0/default.jpg",38724,1,painter,Dutch,Dirck Hals,Dutch,Merry Company on a Terrace,1625,oil on panel,The Lee and Juliet Folger Fund,Painting
8459,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,W,222552,Wooded Landscape with Travelers,1610,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/987bd9f9-cfbd-4f4e-b0a4-0d11709f18ac/full/!200,200/0/default.jpg",3626,1,painter,Flemish,Jan Brueghel the Elder,Flemish,Wooded Landscape with Travelers,1610,oil on panel,The Lee and Juliet Folger Fund,Painting
8459,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,W,94743,Bouquet of Flowers in a Glass Vase,1621,Patrons' Permanent Fund and New Century Fund,Painting,"https://api.nga.gov/iiif/9ef5f855-780f-4e5b-ab4b-5cc3b1480b8e/full/!200,200/0/default.jpg",18262,1,painter,Dutch,Ambrosius Bosschaert,Dutch,Bouquet of Flowers in a Glass Vase,1621,oil on copper,Patrons' Permanent Fund and New Century Fund,Painting
8459,painting,1,West Building,M-050-B,1,West Main Floor Gallery 50 B,W,150754,Skating on the Frozen Amstel River,1611,"The Lee and Juliet Folger Fund, in honor of Arthur K. Wheelock, Jr.",Painting,"https://api.nga.gov/iiif/80b8e427-1f2c-4614-8fab-dce270763fc8/full/!200,200/0/default.jpg",34833,1,artist,Dutch,Adam van Breen,Dutch,Skating on the Frozen Amstel River,1611,oil on panel,"The Lee and Juliet Folger Fund, in honor of Arthur K. Wheelock, Jr.",Painting
8461,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,E,53141,Peasants Celebrating Twelfth Night,1635,Ailsa Mellon Bruce Fund,Painting,"https://api.nga.gov/iiif/215d8ccb-49a9-47a1-a4c8-ab8a5601ea3c/full/!200,200/0/default.jpg",1923,1,artist,Flemish,David Teniers the Younger,Flemish,Peasants Celebrating Twelfth Night,1635,oil on panel,Ailsa Mellon Bruce Fund,Painting
8461,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,E,55505,Tavern Scene,1658,Gift of Robert H. and Clarice Smith,Painting,"https://api.nga.gov/iiif/1740093e-a916-4cd2-b8ab-0b1d2fc1c9f4/full/!200,200/0/default.jpg",1923,1,artist,Flemish,David Teniers the Younger,Flemish,Tavern Scene,1658,oil on panel,Gift of Robert H. and Clarice Smith,Painting
8461,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,E,72324,Workmen before an Inn,1645,"Gift of Richard A. and Lee G. Kirstein, in Honor of the 50th Anniversary of the National Gallery of Art",Painting,"https://api.nga.gov/iiif/f44a5f2b-333b-4b51-9b46-bad26a22b474/full/!200,200/0/default.jpg",1761,1,artist,Dutch,Isack van Ostade,Dutch,Workmen before an Inn,1645,oil on panel,"Gift of Richard A. and Lee G. Kirstein, in Honor of the 50th Anniversary of the National Gallery of Art",Painting
8462,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,N,46032,The Hermit,1670,Timken Collection,Painting,"https://api.nga.gov/iiif/c50ee8c2-db92-4e58-a6b8-0243dfe829d8/full/!200,200/0/default.jpg",1239,1,painter,Dutch,Gerrit Dou,Dutch,The Hermit,1670,oil on oak panel,Timken Collection,Painting
8462,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,N,156940,Anthonij de Bordes and His Valet,c. 1648,"Gift from the Collection of Dr. Arthur and Mrs. Arlene Elkind, Fund given in honor of Derald Ruttenberg’s Grandchildren, and New Century Fund",Painting,"https://api.nga.gov/iiif/47f94aed-a1ec-45b2-a4f0-511a1fc4df4c/full/!200,200/0/default.jpg",12431,1,artist,Flemish,Michael Sweerts,Flemish,Anthonij de Bordes and His Valet,1648,oil on canvas,"Gift from the Collection of Dr. Arthur and Mrs. Arlene Elkind, Fund given in honor of Derald Ruttenberg’s Grandchildren, and New Century Fund",Painting
8462,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,N,164870,Vanitas Still Life,c. 1650,Nell and Robert Weidenhammer Fund,Painting,"https://api.nga.gov/iiif/ffcbf669-7d12-4f64-a3b2-39f9dc3d5a91/full/!200,200/0/default.jpg",38353,1,artist,Dutch,François van Daellen,Dutch,Vanitas Still Life,1650,oil on paper laid down on panel,Nell and Robert Weidenhammer Fund,Painting
8462,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,N,205573,A Soldier Smoking a Pipe,c. 1657/1658,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/3a56cc88-d51b-49e9-975c-b4f816f50cb9/full/!200,200/0/default.jpg",5998,1,painter,Dutch,Frans van Mieris,Dutch,A Soldier Smoking a Pipe,1657,oil on panel,The Lee and Juliet Folger Fund,Painting
8462,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,N,219341,Still Life with Stoneware Jug and Pipe,mid 1650s,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/d4ae9a03-10e7-42dc-ad1e-788ce1becec1/full/!200,200/0/default.jpg",50368,1,painter,Dutch,Jan Jansz van de Velde III,Dutch,Still Life with Stoneware Jug and Pipe,1652,oil on panel,The Lee and Juliet Folger Fund,Painting
8463,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,S,106946,Bust of a Bearded Man,c. 1642/1645,Corcoran Collection (William A. Clark Collection),Painting,"https://api.nga.gov/iiif/0290c78e-7432-48f6-889a-378e9862fe15/full/!200,200/0/default.jpg",1239,1,painter,Dutch,Gerrit Dou,Dutch,Bust of a Bearded Man,1642,oil on panel,Corcoran Collection (William A. Clark Collection),Painting
8463,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,S,118611,Self-Portrait as a Lute Player,c. 1637/1638,The Lee and Juliet Folger Fund,Painting,"https://api.nga.gov/iiif/9cbdd768-889a-4f1e-aba1-c7a5f9ca728b/full/!200,200/0/default.jpg",25213,1,painter,Dutch,Jan Miense Molenaer,Dutch,Self-Portrait as a Lute Player,1637,oil on panel,The Lee and Juliet Folger Fund,Painting
8463,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,S,128004,Self-Portrait in the Studio,c. 1645,Gift of Otto Naumann and Heidi Shafranek,Painting,"https://api.nga.gov/iiif/fac6fde2-18ab-413a-ad65-4c48ad5cf8d9/full/!200,200/0/default.jpg",27868,1,painter,Flemish,Gillis van Tilborgh the Younger,Flemish,Self-Portrait in the Studio,1645,oil on panel,Gift of Otto Naumann and Heidi Shafranek,Painting
8463,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,S,161648,The Alchemist,1663,From the Collection of Ethel and Martin Wunsch,Painting,"https://api.nga.gov/iiif/fed44c43-1de2-41ed-98cd-5dc35f39d20a/full/!200,200/0/default.jpg",3486,1,artist,Dutch,Cornelis Bega,Dutch,The Alchemist,1663,oil on canvas mounted on panel,From the Collection of Ethel and Martin Wunsch,Painting
8464,painting,1,West Building,M-050-C,1,West Main Floor Gallery 50 C,W,1191,A Farrier's Shop,1648,Widener Collection,Painting,"https://api.nga.gov/iiif/fd006ab2-888f-485d-b909-eb2d56c4a4f5/full/!200,200/0/default.jpg",1797,1,artist,Dutch,Paulus Potter,Dutch,A Farrier's Shop,1648,oil on panel,Widener Collection,Painting
8466,painting,1,West Building,M-051,1,West Main Floor Gallery 51,E,1206,Portrait of a Gentleman with a Tall Hat and Gloves,c. 1656/1658,Widener Collection,Painting,"https://api.nga.gov/iiif/4ea98624-ae65-408f-8322-745527f6c352/full/!200,200/0/default.jpg",1822,1,artist,Dutch,Rembrandt van Rijn,Dutch,Portrait of a Gentleman with a Tall Hat and Gloves,1656,oil on canvas transferred to canvas,Widener Collection,Painting
8466,painting,1,West Building,M-051,1,West Main Floor Gallery 51,E,1207,Portrait of a Lady with an Ostrich-Feather Fan,c. 1656/1658,Widener Collection,Painting,"https://api.nga.gov/iiif/5ba544cc-c2d9-4991-92fb-4fee13768524/full/!200,200/0/default.jpg",1822,1,artist,Dutch,Rembrandt van Rijn,Dutch,Portrait of a Lady with an Ostrich-Feather Fan,1656,oil on canvas transferred to canvas,Widener Collection,Painting
8467,painting,1,West Building,M-051,1,West Main Floor Gallery 51,N,81,A Girl with a Broom,probably begun 1646/1648 and completed 1651,Andrew W. Mellon Collection,Painting,"https://api.nga.gov/iiif/512c09a1-03fd-415e-a5af-6df1f2101e70/full/!200,200/0/default.jpg",8351,1,painter,Dutch,Dutch 17th Century,Dutch,A Girl with a Broom,1646,oil on canvas,Andrew W. Mellon Collection,Painting
8467,painting,1,West Building,M-051,1,West Main Floor Gallery 51,N,86,Joseph Accused by Potiphar's Wife,1655,Andrew W. Mellon Collection,Painting,"https://api.nga.gov/iiif/5dd971d9-f9a2-43ce-aa49-24990984eb8d/full/!200,200/0/default.jpg",8351,1,painter,Dutch,Dutch 17th Century,Dutch,Joseph Accused by Potiphar's Wife,1655,oil on canvas transferred to canvas,Andrew W. Mellon Collection,Painting
8468,painting,1,West Building,M-051,1,West Main Floor Gallery 51,S,1199,The Circumcision,1661,Widener Collection,Painting,"https://api.nga.gov/iiif/c41105bb-50e6-47b1-b610-9250eabfeacf/full/!200,200/0/default.jpg",1822,1,artist,Dutch,Rembrandt van Rijn,Dutch,The Circumcision,1661,oil on canvas,Widener Collection,Painting
8468,painting,1,West Building,M-051,1,West Main Floor Gallery 51,S,83,Lucretia,1664,Andrew W. Mellon Collection,Painting,"https://api.nga.gov/iiif/daff38f5-b88f-47b3-af99-bd1b852af522/full/!200,200/0/default.jpg",1822,1,artist,Dutch,Rembrandt van Rijn,Dutch,Lucretia,1664,oil on canvas,Andrew W. Mellon Collection,Painting
8468,painting,1,West Building,M-051,1,West Main Floor Gallery 51,S,1204,Philemon and Baucis,1658,Widener Collection,Painting,"https://api.nga.gov/iiif/ff5b1370-fd8e-4289-855d-a5a662ce2397/full/!200,200/0/default.jpg",1822,1,artist,Dutch,Rembrandt van Rijn,Dutch,Philemon and Baucis,1658,oil on panel transferred to panel,Widener Collection,Painting
8469,painting,1,West Building,M-051,1,West Main Floor Gallery 51,W,70,An Old Woman Dozing over a Book,c. 1655,Andrew W. Mellon Collection,Painting,"https://api.nga.gov/iiif/c5f5cfa6-6150-435a-bf5d-a0a7a55c52f7/full/!200,200/0/default.jpg",1503,1,artist,Dutch,Nicolaes Maes,Dutch,An Old Woman Dozing over a Book,1655,oil on canvas,Andrew W. Mellon Collection,Painting
8469,painting,1,West Building,M-051,1,West Main Floor Gallery 51,W,131993,Bearded Man with a Beret,c. 1630,Gift of George M. and Linda H. Kaufman,Painting,"https://api.nga.gov/iiif/4829a4e8-22ad-4afc-8980-87cc82cb6cb9/full/!200,200/0/default.jpg",2627,1,painter,Dutch,Jan Lievens,Dutch,Bearded Man with a Beret,1630,oil on panel,Gift of George M. and Linda H. Kaufman,Painting
8471,painting,1,West Building,M-052,1,West Main Floor Gallery 52,E,985,Bartolomé Sureda y Miserol,c. 1803/1804,"Gift of Mr. and Mrs. P.H.B. Frelinghuysen in memory of her father and mother, Mr. and Mrs. H.O. Havemeyer",Painting,"https://api.nga.gov/iiif/de9503be-2d64-4e99-bb0d-c75601ade9d9/full/!200,200/0/default.jpg",1353,1,artist,Spanish,Francisco Goya,Spanish,Bartolomé Sureda y Miserol,1803,oil on canvas,"Gift of Mr. and Mrs. P.H.B. Frelinghuysen in memory of her father and mother, Mr. and Mrs. H.O. Havemeyer",Painting
8471,painting,1,West Building,M-052,1,West Main Floor Gallery 52,E,991,Thérèse Louise de Sureda,c. 1803/1804,"Gift of Mr. and Mrs. P.H.B. Frelinghuysen in memory of her father and mother, Mr. and Mrs. H.O. Havemeyer",Painting,"https://api.nga.gov/iiif/592478a1-a524-4b37-a58e-241a790fe04c/full/!200,200/0/default.jpg",1353,1,artist,Spanish,Francisco Goya,Spanish,Thérèse Louise de Sureda,1803,oil on canvas,"Gift of Mr. and Mrs. P.H.B. Frelinghuysen in memory of her father and mother, Mr. and Mrs. H.O. Havemeyer",Painting
8472,painting,1,West Building,M-052,1,West Main Floor Gallery 52,N,46468,The Duke of Wellington,c. 1812,Gift of Mrs. P.H.B. Frelinghuysen,Painting,"https://api.nga.gov/iiif/d9b0b4ca-dc3d-4ec2-9794-552d4ed0349d/full/!200,200/0/default.jpg",49426,1,painter,Other,Spanish 18th/19th Century,Other,The Duke of Wellington,1812,oil on canvas,Gift of Mrs. P.H.B. Frelinghuysen,Painting
8472,painting,1,West Building,M-052,1,West Main Floor Gallery 52,N,53161,Mounted Trumpeters of Napoleon's Imperial Guard,1813/1814,Chester Dale Fund,Painting,"https://api.nga.gov/iiif/a85ccd40-d8e0-46ee-b1ec-9ec665cf5d23/full/!200,200/0/default.jpg",1334,1,artist,French,Théodore Gericault,French,Mounted Trumpeters of Napoleon's Imperial Guard,1813,oil on canvas,Chester Dale Fund,Painting
8473,painting,1,West Building,M-052,1,West Main Floor Gallery 52,S,46469,Young Lady Wearing a Mantilla and Basquina,c. 1800/1805,Gift of Mrs. P.H.B. Frelinghuysen,Painting,"https://api.nga.gov/iiif/d0840afa-9aaf-49c0-8e2f-b3dff652bf2d/full/!200,200/0/default.jpg",1353,1,artist,Spanish,Francisco Goya,Spanish,Young Lady Wearing a Mantilla and Basquina,1800,oil on canvas,Gift of Mrs. P.H.B. Frelinghuysen,Painting
8473,painting,1,West Building,M-052,1,West Main Floor Gallery 52,S,92,The Marquesa de Pontejos,c. 1786,Andrew W. Mellon Collection,Painting,"https://api.nga.gov/iiif/299ddaef-0a69-4a23-96dc-71d7f1ee6112/full/!200,200/0/default.jpg",1353,1,artist,Spanish,Francisco Goya,Spanish,The Marquesa de Pontejos,1786,oil on canvas,Andrew W. Mellon Collection,Painting
8474,painting,1,West Building,M-052,1,West Main Floor Gallery 52,W,43625,Victor Guye,1810,Gift of William Nelson Cromwell,Painting,"https://api.nga.gov/iiif/6e36d827-01f4-48ff-9495-dd603f8addc4/full/!200,200/0/default.jpg",1353,1,painter,Spanish,Francisco Goya,Spanish,Victor Guye,1810,oil on canvas,Gift of William Nelson Cromwell,Painting
8474,painting,1,West Building,M-052,1,West Main Floor Gallery 52,W,46173,Don Antonio Noriega,1801,Samuel H. Kress Collection,Painting,"https://api.nga.gov/iiif/b9d23370-fd60-4816-ac63-6974db1ce03f/full/!200,200/0/default.jpg",1353,1,artist,Spanish,Francisco Goya,Spanish,Don Antonio Noriega,1801,oil on canvas,Samuel H. Kress Collection,Painting
8474,painting,1,West Building,M-052,1,West Main Floor Gallery 52,W,52267,"María Teresa de Borbón y Vallabriga, later Condesa de Chinchón",1783,Ailsa Mellon Bruce Collection,Painting,"https://api.nga.gov/iiif/7f6da94c-914c-48e3-88ff-fbe75e4ed079/full/!200,200/0/default.jpg",1353,1,artist,Spanish,Francisco Goya,Spanish,"María Teresa de Borbón y Vallabriga, later Condesa de Chinchón",1783,oil on canvas,Ailsa Mellon Bruce Collection,Painting
8476,painting,1,West Building,M-053,1,West Main Floor Gallery 53,E,53124,Still Life with a White Mug,c. 1764,Gift of the W. Averell Harriman Foundation in memory of Marie N. Harriman,Painting,"https://api.nga.gov/iiif/5983913c-1ece-4631-9b32-f7b450695dc1/full/!200,200/0/default.jpg",1127,1,painter,French,Jean Siméon Chardin,French,Still Life with a White Mug,1764,oil on canvas,Gift of the W. Averell Harriman Foundation in memory of Marie N. Harriman,Painting
8476,painting,1,West Building,M-053,1,West Main Floor Gallery 53,E,12202,"Fruit, Jug, and a Glass",c. 1726/1728,Chester Dale Collection,Painting,"https://api.nga.gov/iiif/cc9782fa-54f6-4963-96c9-da116a03450e/full/!200,200/0/default.jpg",1127,1,painter,French,Jean Siméon Chardin,French,"Fruit, Jug, and a Glass",1726,oil on canvas,Chester Dale Collection,Painting
